NB,LATITUDE,LONGITUDE,NAME,NAME_MOD,AUTH_ANC,AUTH_MOD,COUNTRY,AM,PP,RE,BW,QU,MO,CN,SL,SH,PH,CO
742,41.007372,17.204450,"Apanestae, Arnestum ",San Vito,,,Italy Adriatic,m,,,,,,,,,,
743,41.084676,17.055197,Turres Iulianae ,near Mola di Bari,,BAtlas,Italy Adriatic,m,,,,,,,,,,
744,41.090957,16.997139,,Torre a Mare ,,BAtlas,Italy Adriatic,m,,,,,,,,,,
745,41.129948,16.882503,Barium ,Bari,,"Lehmann, Flemming, RE",Italy Adriatic,m,,,,,,,,,,
746,41.192824,16.669838,Natiolum ,near Giovinazzo,,BAtlas,Italy Adriatic,m,,,,,,,,,,
747,41.215935,16.594850,Respa ,near Molfetta,,BAtlas,Italy Adriatic,m,,,,,,,,,,
748,41.286177,16.423982,Turenum ,Trani,,Flemming,Italy Adriatic,m,,,,,,,,,,
749,41.334436,16.287075,Barduli ,Barletta,,Flemming,Italy Adriatic,m,,,,,,,,,,
750,41.328759,16.209294,"Aufinum, Aufidena on the R Aufidus, port of the Canusites ","R Ofanto, near Barletta","Strabo, Geogr, 6, 3",BAtlas,Italy Adriatic,a,,,,,,,,,,
751,41.370897,16.038829,San Vito ,near Trinitapoli,,BAtlas,Italy Adriatic,m,,,,,,,,,,
752,41.400101,15.983703,"Salapia, Argyrippe, Argos Hippium, Arpi ",near Trinitapoli,"Strabo, Geogr, 6,3 ; Pliny, Hist Nat, 3, 16 ; Vtruvius, Architectura, 1, 4","BAtlas, Flemming",Italy Adriatic,a,,,,,,,,,,
753,41.513559,15.923529,Auxanum ,near Ippocampo,,BAtlas,Italy Adriatic,m,,,,,,,,,,
754,41.517141,15.832191,,Masseria Cupola ,,BAtlas,Italy Adriatic,m,,,,,,,,,,
755,41.580510,15.789651,Coppa Nevigatta ,near Masseria Tuori ?,,BAtlas,Italy Adriatic,m,,,,,,,,,,
756,41.605674,15.903378,,"Mascherone, near Siponto ",,BAtlas,Italy Adriatic,m,,,,,,,,,,
757,41.617859,15.922100,"Sipontum, Sipunte ",Manfredonia,"Antonine, Itin Mar","Flemming, Blackman",Italy Adriatic,a,,rs,,,,,,,,
758,41.706483,16.074573,Matinus ,Mattinata,"Pliny, Hist Nat, 3, 16","Flemming, BAtlas calls it Agnuli",Italy Adriatic,a,,,,,,,,,,
759,41.893216,16.186979,"Portus Aggasus, Port Agasus ",near Vieste ?,"Pliny, Hist Nat, 3, 16",,Italy Adriatic,a,,,,,,,,,,
760,41.916611,16.128335,Merinum ,Santa Maria di Merino,,"Flemming, BAtlas",Italy Adriatic,m,,,,,,,,,,
761,41.931073,15.891778,Portus Garnae ,Rodi Garganico,"Pliny, Hist Nat, 3, 16",CG,Italy Adriatic,a,,,,,,,,,,
762,41.850726,15.792340,,"Avicenna, near Cagnano Varano ",,BAtlas,Italy Adriatic,m,,,,,,,,,,
763,41.922588,15.292675,Ports on the R Frento ,R Fortore,"Pliny, Hist Nat, 3, 16",,Italy Adriatic,a,,,,,,,,,,
764,41.952919,15.071753,,"Cliternia, near Arcora, near Campomarino ",,BAtlas,Italy Adriatic,m,,,,,,,,,,
765,42.006204,15.012869,Buca ,Termoli,,Flemming,Italy Adriatic,m,,,,,,,,,,
766,42.065440,14.798023,Ports on the R Trinium ,R Trigno,"Pliny, Hist Nat, 3, 17",,Italy Adriatic,a,,,,,,,,,,
767,42.107377,14.723906,"Histonium, Istonium ",Vasto,,Flemming,Italy Adriatic,m,,,,,,,,,,
768,42.167058,14.721601,,Punta La Penna ,,BAtlas,Italy Adriatic,m,,,,,,,,,,
769,42.238753,14.544602,Pallanum near the outlet du R Sagrus ,R Sangro,,"Sciarretta, BAtlas",Italy Adriatic,m,,,,,,,,,,
770,42.310384,14.450882,Anxanum ,"Lanciano, and its port of San Vito Chietino",,Flemming,Italy Adriatic,m,,,,,,,,,,
771,42.343293,14.424411,Orton ,Ortona,"Strabo, Geogr, 5, 4",Flemming,Italy Adriatic,a,,,,,,,,,,
772,42.470546,14.223584,Aternum ,Pescara,"Strabo, Geogr, 5, 4 ; Antonine, Itin Mar",Flemming,Italy Adriatic,a,,,,,,,,,,
773,42.528767,14.154991,"Matrinus, port of Adria  at the outlet of R Martinus","Atri, at the outlet of R Piomba","Strabo, Geogr, 5, 4",,Italy Adriatic,a,,,,,,,,,,
774,42.747207,13.981543,Castrum Novum ,near Giulianova,,BAtlas,Italy Adriatic,m,,,,,,,,,,
775,42.884869,13.927600,"Castrum Truentinum, Truentum ","Martinsicuro, on the R Tronto",,"BAtlas, Flemming",Italy Adriatic,m,,,,,,,,,,
776,43.030990,13.868541,Cupra Maritima ,Santa Martino,,"BAtlas, Flemming",Italy Adriatic,m,,,,,,,,,,
777,43.174247,13.808101,"Castellum Firmanorum, port of Firmum Picenum ",Fermo,"Strabo, Geogr, 5, 4 ; Appian, Guerres civiles, 1, 5",,Italy Adriatic,a,,,,,,,,,,
778,43.317031,13.739600,Cluana ,Civitanova Marche,,BAtlas,Italy Adriatic,m,,,,,,,,,,
779,43.394358,13.689845,Potentia ,Porto Potenza,,Flemming,Italy Adriatic,m,,,,,,,,,,
780,43.507290,13.628195,Numana ,Numana,,Flemming,Italy Adriatic,m,,,,,,,,,,
781,43.625370,13.506501,Ancône ,Ancona,"Livy, Hist, 41, 1 ; Antonine, Itin Mar","Lehmann, Flemming",Italy Adriatic,a,,,,,,,,,,
782,43.646050,13.372858,Ad Aesim ,outlet of R Esino at Acona airport,,BAtlas,Italy Adriatic,m,,,,,,,,,,
783,43.724223,13.222498,Sena Gallica ,Senigallia,,Flemming,Italy Adriatic,m,,,,,,,,,,
784,43.752460,13.175681,,"Montedoro di Scapezzano, near Cesano ",,BAtlas,Italy Adriatic,m,,,,,,,,,,
785,43.858514,13.019325,Fanum Fortunae ,Fano,,Flemming,Italy Adriatic,m,,,,,,,,,,
786,43.928006,12.904536,Pisaurum ,Pesaro,,Flemming,Italy Adriatic,m,,,,,,,,,,
787,44.079636,12.564588,Ariminum ,Rimini,"Strabo, Geogr, 5, 1","Lehmann, Flemming",Italy Adriatic,a,,rs,X,,,,,,,
788,44.171696,12.446855,Ad Rubiconem ,"Rubicon, near Villamarina",,BAtlas,Italy Adriatic,m,,,,,,,,,,
789,44.379838,12.232598,"Classis, with ancient lighthouse","Classe, military port 3 km SE of Ravenna","Vegetius, Art Militaire, 5, 1 to 15 ; Strabo, Geogr, 5, 1","Lehmann, Flemming, Christiansen, CG, RE",Italy Adriatic,a,,,,,,,,,,
790,44.482712,12.180394,"Butrium, Budrium, port of Budrio ",North of Ravenna,,"Flemming, BAtlas",Italy Adriatic,m,,,,,,,,,,
791,44.557083,12.144283,Augusta ,near Sant’Alberto ?,,"Flemming, BAtlas",Italy Adriatic,m,,,,,,,,,,
792,44.542096,12.029238,Vatrenus ,R Santerno,"Pliny, Hist Nat, 3, 20",CG,Italy Adriatic,a,,,,,,,,,,
793,44.693453,12.093228,"Port at the outlet of R Pô, with possible lighthouse",Baro Zavalea near Comacchio,"Polybius, Hist, 2, 14","BAtlas, Christiansen",Italy Adriatic,a,,,,,,,,,,
794,44.769653,12.138216,Neronia ,near Lagosanto ?,,BAtlas,Italy Adriatic,m,,,,,,,,,,
795,44.823417,12.158883,Corniculani ,near the abbay of Pomposa ?,,BAtlas,Italy Adriatic,m,,,,,,,,,,
796,44.944018,12.179451,Hadriani ,near San Basilio ?,,BAtlas,Italy Adriatic,m,,,,,,,,,,
797,44.973546,12.050858,R Pô navigable up to Augusta Taurinorum ,Torino,"Pliny, Hist Nat, 3, 21",,Italy Adriatic,a,,,,,,,,,,
798,45.009148,12.224463,Septem Maria ,Porto Viro ?,,BAtlas,Italy Adriatic,m,,,,,,,,,,
799,45.048536,12.067121,Atria ,Adria,"Pliny, Hist Nat, 3, 20",,Italy Adriatic,a,,,,,,,,,,
800,45.077789,12.251351,Fossis ,near Rosolina ?,,BAtlas,Italy Adriatic,m,,,,,,,,,,
801,45.197498,12.308774,"Bruntulum, Brundulus ","Brondolo, South of Chioggia","Pliny, Hist Nat, 3, 20","CG, Flemming",Italy Adriatic,a,,,,,,,,,,
802,45.263016,12.104938,"Edrum, Aedro, Edron, Edro portus, Ebro portus ","at the confluent of both R Medoacus, near Codevigo","Pliny, Hist Nat, 3, 20","RE, CG, BAtlas",Italy Adriatic,a,,,,,,,,,,
803,45.339497,12.107658,"R Medoacus Minor, Meduacus ",near Campagna Lupia on the R Bacchiglione,"Strabo, Geogr, 5, 1 ; Livy, Hist, 10, 2",BAtlas,Italy Adriatic,a,,,,,,,,,,
804,45.423356,12.126570,Ad Portum ,South of Mira,,BAtlas,Italy Adriatic,m,,,,,,,,,,
805,45.422129,12.090753,"R Medoacus Maior, Meduacus ",near Dolo on the R Brenta,"Strabo, Geogr, 5, 1 ; Livy, Hist, 10, 2",BAtlas,Italy Adriatic,a,,,,,,,,,,
806,45.413289,11.878362,Patavium ,Padova,"Strabo, Geogr, 5, 1",,Italy Adriatic,a,,,,,,,,,,
807,45.497389,12.221424,Ad IX ,Mestre,,BAtlas,Italy Adriatic,m,,,,,,,,,,
808,45.499125,12.413837,Torcellum ,"Isle of Torcello, in the lagoon of Venice, Venezia, Venise",,BAtlas,Italy Adriatic,m,,,,,,,,,,
809,45.546569,12.398948,Altinum ,Altino,,Flemming,Italy Adriatic,m,,,,,,,,,,
810,45.482957,12.475254,,Roman lighthouse of Canal de San Felice near Lio Piccolo (no remains),,Christiansen,Italy Adriatic,m,,,,,,,,,,
811,45.531348,12.629737,"Equilum, with possible lighthouse",near Jesolo,,"BAtlas, Christiansen",Italy Adriatic,m,,,,,,,,,,
812,45.573954,12.680523,"Eraclia, Port on the R Anassum or Anaxum ","R Piave, into which R Varramus flows according to Pliny the Elder (HN, 3, 22): present R Varmo flows into R Piave near Madrisio.","Pliny, Hist Nat, 3, 22","CG, BAtlas",Italy Adriatic,a,,,,,,,,,,
813,45.582886,12.870160,Port on the R Liquentia ,"R Livenza, with outlet at Porto Santa Margherita","Pliny, Hist Nat, 3, 22",CG,Italy Adriatic,a,,,,,,,,,,
814,45.603372,12.912618,"Port on the Romatinus, Reatinus ","R Lemene, which passes at Portogruaro and at Concordia Sagittaria, and with an outlet near Caorle","Pliny, Hist Nat, 3, 22",CG,Italy Adriatic,a,,,,,,,,,,
815,45.630844,13.107181,Port on the R Tilaventum Maius ,R Tagliamento,"Pliny, Hist Nat, 3, 22",CG,Italy Adriatic,a,,,,,,,,,,
816,45.726286,13.104273,Port on the R Tilaventum Minus ,"R Stella, which flows into Laguna di Marano","Pliny, Hist Nat, 3, 22",CG,Italy Adriatic,a,,,,,,,,,,
817,45.683163,13.389233,Gradus ,Grado,,Flemming,Italy Adriatic,m,,,,,,,,,,
818,45.774447,13.369621,"Aquileia, Aquilée ",Aquilea,"Strabo, Geogr, 5, 1 ; Livy, Hist, 41, 1 ; Ausonius, Ordo Urbium, 7","Flemming, Blackman",Italy Adriatic,a,,r,,X,X,X,,,,
819,45.774341,13.583701,"Fons Timavi, Port on Lake Timavus or Timave ","R Timavo, with outlet at San Giovani di Duino at Monfalcone","Strabo, Geogr, 5, 1",BAtlas,Italy Adriatic,a,,,,,,,,,,
820,45.705510,13.708221,Castellum Pucinum ,Castello di Miramare,,BAtlas,Italy Adriatic,m,,,,,,,,,,
821,45.649509,13.771666,Tergeste ,"Trieste, near the Roman theatre",,"Lehmann, Flemming",Italy Adriatic,m,,rs,X,,,,,,,
821.1,45.571234,13.737041,,"Jernej Bay, near Ankaran",,,Slovenia,m,,,,,,,,,,
822,45.567684,13.726670,"Egidia, Aegida, Aegis","Koper, Capodistria",,"Batlas, Flemming",Slovenia,m,,rs,,X,,,,,,
822.1,45.543125,13.675748,,Vilizan,,,Slovenia,m,,,,,,,,,,
822.2,45.533385,13.645439,,St Simon's Bay,,,Slovenia,m,,,,,,,,,,
823,45.532793,13.556537,Piranum ,Piran,,BAtlas,Slovenia,m,,,,,,,,,,
823.1,45.512891,13.579024,,Fizine,,,Slovenia,m,,,,,,,,,,
824,45.500183,13.500283,Silvium ,"Savudrija, Salvore Point in Istria",,Flemming,Croatia,m,,rs,,X,,,,,,
825,45.470622,13.502705,Siparis ,near Zambratja,,BAtlas,Croatia,m,,,,,,,,,,
826,45.434750,13.521165,Humagum ,Umag,,BAtlas,Croatia,m,,,,,,,,,,
827,45.316643,13.561669,Neapolis ,Novigrad,,BAtlas,Croatia,m,p,,,,,,,,,
827.1,45.279760,13.593738,"Loron, Lorun","Santa Marina, North of Cervar Porat",,"Rousse, 2013",Croatia,m,,,,,,,,,,
827.2,45.262569,13.580611,,"Busuja, South of Cervar Porat",,"Rousse, 2013",Croatia,m,,rs,,X,,,,,,
828,45.223667,13.591143,Julia Parentium ,Poreč,,"Lehmann, Flemming",Croatia,m,,rs,X,,,,,,,
828.1,45.203877,13.591979,,Uvala Mulandarija,,AdG,Croatia,m,p,,,,,,,,,
829,45.078323,13.634752,Ruginium ,"Rovinj, Rovigno",,Flemming,Croatia,m,,rs,,X,,,,,,
830,44.910546,13.774386,"Val Catena, on Pullariae insulae","bay of Verige, on the isles of Brioni, Brijuni",,"Lehmann, Flemming",Croatia,m,,rs,X,X,,,,,,
831,44.873698,13.831458,"Pola, port of Nesactium ",Pula,"Strabo, Geogr, 5, 1 ; Antonine, Itin Mar",Flemming,Croatia,a,,,,,,,,,,
831.1,44.844993,13.845192,,Luka Veruda,,AdG,Croatia,m,p,,,,,,,,,
831.2,44.830066,13.857928,,"Soline, in Uvala Kanalic",,AdG,Croatia,m,p,,,,,,,,,
832,44.816213,13.930448,Mutila ,Medulin,,BAtlas,Croatia,m,p,,,,,,,,,
832.1,44.971613,14.097678,,"Uvala Tunarica, in Zaljev Rasa",,AdG,Croatia,m,p,,,,,,,,,
833,45.074850,14.156083,"Albona, Alvona ","Rabac, near Labin",,Flemming,Croatia,m,,,,,,,,,,
834,45.115620,14.199925,Flanonae ,Plomin,,Flemming,Croatia,m,,,,,,,,,,
835,45.287171,14.281966,Lauriana ,near Lovran,,BAtlas,Croatia,m,,,,,,,,,,
836,45.318396,14.444127,Tarsatica ,Trsat at Rijeka,,Flemming,Croatia,m,p,,,,,,,,,
837,45.302407,14.540565,Raparia ,Bakar,,BAtlas,Croatia,m,,,,,,,,,,
837.1,45.272957,14.566458,,Kraljevica,,AdG,Croatia,m,p,,,,,,,,,
837.2,45.225854,14.614357,,"Jadranovo, in Uvala Percin",,AdG,Croatia,m,p,,,,,,,,,
838,45.123819,14.782630,Ad Turres ,near Novi Vinodolski,,BAtlas,Croatia,m,,,,,,,,,,
839,45.215918,14.545732,"Fulfinium, Fertinium, on Curycta insula","Omisalj, on the isle of Krk",,BAtlas,Croatia,m,,,,,,,,,,
839.1,45.155990,14.608581,,"Zaton Soline, on the isle of Krk",,AdG,Croatia,m,p,,,,,,,,,
839.2,45.078000,14.672386,,"Vrbnik, on the isle of Krk",,AdG,Croatia,m,p,,,,,,,,,
839.3,44.990571,14.800130,,"Mala Luka, on the isle of Krk",,AdG,Croatia,m,p,,,,,,,,,
839.4,45.029639,14.619498,,"Puntarska Draga, on the isle of Krk",,AdG,Croatia,m,p,,,,,,,,,
840,45.025992,14.578082,"Curicum on the R Titius, on Curycta insula","Krk, on the isle of Krk","Caesar, Guerre civile, 3, 8",,Croatia,a,,,,,,,,,,
841,44.991499,14.896321,Senia ,Senj,,Flemming,Croatia,m,,,,,,,,,,
842,44.797798,14.880244,Lopsica ,Starigrad,,Flemming,Croatia,m,,,,,,,,,,
843,44.958952,14.408056,"Crexa, Crepsa, on Crexa insula","Cres, on the isle of Cres",,Flemming,Croatia,m,,,,,,,,,,
843.1,44.641311,14.503273,,"Punta Kriza, in Uvala  Ul, on the isle of Cres",,AdG,Croatia,m,p,,,,,,,,,
844,44.686423,14.397590,"Apsarus, on Crexa insula","near Osor, on the isle of Cres",,BAtlas,Croatia,m,,,,,,,,,,
845,44.754283,14.764876,"Arba, on Arba insula","Rab, on the isle of Rab",,,Croatia,m,,,,,,,,,,
846,44.723664,14.887629,"Port of Ortoplinia, Ortopla ",Stinica,,BAtlas,Croatia,m,,,,,,,,,,
847,44.508520,14.495835," Apsoros, Apsirtis insula",Isle of Losinj,"Antonine, Itin Mar",,Croatia,a,,,,,,,,,,
847.1,44.500672,14.495218,,"Luka Krivica, on the isle of Losinj",,AdG,Croatia,m,p,,,,,,,,,
847.2,44.553042,14.881366,"Portunata, on the isle of Cissa","Novalja, on the isle of Pag",,,Croatia,m,,,,,,,,,,
848,44.541063,14.925100,"Cissa, on the isle of Cissa","Caska, on the isle of Pag",,BAtlas,Croatia,m,,,,,,,,,,
848.1,44.469908,14.955109,,"Simuni, on the isle of Pag",,AdG,Croatia,m,p,,,,,,,,,
849,44.520643,15.075584,Vegium ,Karlobag,,BAtlas,Croatia,m,,,,,,,,,,
849.1,44.443888,15.185640,,Uvala Lukovo-Sugarje,,AdG,Croatia,m,p,,,,,,,,,
850,44.291911,15.436198,Argyruntum ,Starigrad,,Flemming,Croatia,m,,,,,,,,,,
851,44.149966,15.606322,Corinium ,Pridraga,,Flemming,Croatia,m,,,,,,,,,,
851.1,44.282389,15.210407,,Uvala Jasenova,,AdG,Croatia,m,p,,,,,,,,,
852,44.251128,15.179759,"Aenona, Nona ","Nin, near Zaton",,"BAtlas, Flemming",Croatia,m,,r,X,,,,,,,
852.1,44.230803,15.155961,,Zaton,,"Dallas & Yorke, 1968",Croatia,m,,r,X,,,,,,,
852.2,44.259644,14.799170,,"Prolaz Zapuntel, on Molat island",,AdG,Croatia,m,p,,,,,,,,,
852.3,44.141501,14.866483,,"Uvala Soline, in Luka Soliscica on Dugi island",,AdG,Croatia,m,p,,,,,,,,,
853,44.118891,15.228936,Iader ,Zadar,"Antonine, Itin Mar",Flemming,Croatia,a,p,,,,,,,,,
853.1,44.138310,15.070106,Lissa insulae,"Muline, on Ugljan island",,,Croatia,m,p,,,,,,,,,
853.2,44.082639,15.188513,Lissa insulae,"Preko, on Ugljan island",,AdG,Croatia,m,p,,,,,,,,,
853.3,44.033868,15.247510,Lissa insulae,"Kukljica, on Ugljan island",,AdG,Croatia,m,p,,,,,,,,,
853.4,44.059953,15.076808,,"Uvala Soline, on Iz island",,AdG,Croatia,m,p,,,,,,,,,
853.5,43.917810,15.142861,,"LukaTelascica, on Dugi island",,AdG,Croatia,m,p,,,,,,,,,
853.6,43.924342,15.360994,Lissa insulae,"Uvala Soline, on Pasman island",,AdG,Croatia,m,p,,,,,,,,,
853.7,44.044310,15.307966,,Sukosan,,AdG,Croatia,m,p,,,,,,,,,
854,43.956733,15.423362,Nedinum ,near Sveti Filip i Jakov ?,,Flemming,Croatia,m,,,,,,,,,,
854.1,43.751930,15.365405,,"Uvala Lavsa, on Lavsa island",,AdG,Croatia,m,p,,,,,,,,,
855,43.903759,15.510081,,Pakostane ,,,Croatia,m,,r,,,,,,,,
855.1,43.860591,15.572466,,Uvala Vela Luka,,AdG,Croatia,m,p,,,,,,,,,
855.2,43.824458,15.588162,"Collentum, on Colentum insula","Hramina, on Murter island",,,Croatia,m,p,,,,,,,,,
855.3,43.821538,15.604590,,"Betina, on Murter island",,AdG,Croatia,m,p,,,,,,,,,
855.4,43.784346,15.643490,,"Jezera, on Murter island",,AdG,Croatia,m,p,,,,,,,,,
855.5,43.807630,15.857736,,Rasline,,AdG,Croatia,m,p,,,,,,,,,
855.6,43.823954,15.846667,,R Guduca,,AdG,Croatia,m,p,,,,,,,,,
855.7,43.818403,15.886719,,Uvala Beretusa,,AdG,Croatia,m,p,,,,,,,,,
855.8,43.723682,15.797362,Proteras insula,"Prvic Luka, on the isle of Prvic",,AdG,Croatia,m,p,,,,,,,,,
856,43.816215,15.922873,Scardona ,Skradin,,Flemming,Croatia,m,,,,,,,,,,
856.1,43.729680,15.886867,,Sibenik,,,Croatia,m,,,,,,,,,,
856.2,43.675937,15.945718,,Jadrtovac,,AdG,Croatia,m,p,,,,,,,,,
856.3,43.636672,15.957561,,"Banovci, in Luka Grebastica",,AdG,Croatia,m,p,,,,,,,,,
856.4,43.569867,15.940943,,Kremik Marina,,AdG,Croatia,m,p,,,,,,,,,
856.5,43.530629,15.964579,,Rogoznica,,AdG,Croatia,m,p,,,,,,,,,
856.6,43.450196,16.144206,Tariona insula,"Luka Drvenik, on the isle of Drvenik Veli ",,AdG,Croatia,m,p,,,,,,,,,
857,43.514868,16.250103,Tragurium ,Trogir,,"BAtlas, Flemming",Croatia,m,,,,,,,,,,
858,43.393889,16.213845,"Solentia insula, Olynta insula","Uvala Sesula, on the isle of Solta","Antonine, Itin Mar",,Croatia,a,p,,,,,,,,,
859,43.536625,16.323910,Siculi ,near the airport of Split,,BAtlas,Croatia,m,,,,,,,,,,
860,43.532660,16.464159,"Salonae, Salone ","Solin, near Split","Caesar, Guerre civile, 3, 8 ; Strabo, Geogr, 7, 5 ; Antonine, Itin Mar","Lehmann, Flemming",Croatia,a,,,,,,,,,,
861,43.507643,16.386848,Ad Dianam ,Split-Marjan,,BAtlas,Croatia,m,,,,,,,,,,
862,43.505299,16.436653,Spalatum ,Split,,BAtlas,Croatia,m,,,,,,,,,,
863,43.501441,16.529929,"Epetium, Epetion ","Stobreč, near Split",,Lehmann,Croatia,m,,r,,,X?,,,,,
864,43.457009,16.597898,Pituntium ,near Krilo,,BAtlas,Croatia,m,,,,,,,,,,
865,43.444176,16.690406,"Oneum, Almo ",Omis,,BAtlas,Croatia,m,,,,,,,,,,
866,43.313544,16.631991,"Diskelados, Brattia insula",Isle of Braç,"Antonine, Itin Mar",,Croatia,a,,,,,,,,,,
867,43.377565,16.605493, ,"Splitska, on the isle of Braç",,,Croatia,m,,,,,,,,,,
868,43.371343,16.666421, ,"Lovrecina, on the isle of Braç",,,Croatia,m,,,,,,,,,,
868.1,43.33928,16.797672,,"Uvala Luka, on the isle of Braç",,AdG,Croatia,m,p,,,,,,,,,
868.2,43.333559,16.835997,,"Povlja, on the isle of Braç",,,Croatia,m,,,,,,,,,,
868.3,43.307747,16.885881,,"Uvala Rasotica, on the isle of Braç",,AdG,Croatia,m,p,,,,,,,,,
868.4,43.326169,16.447885,,"Milna, on the isle of Braç",,AdG,Croatia,m,p,,,,,,,,,
868.5,43.352859,16.461513,,"Bobovisce, on the isle of Braç",,AdG,Croatia,m,p,,,,,,,,,
869,43.294033,17.016125,"Mucurum, Aronia",Makarska,,BAtlas,Croatia,m,,,,,,,,,,
870,43.260637,17.052151,Laurento ,near Tucepi,,BAtlas,Croatia,m,,,,,,,,,,
871,43.183915,16.583545,"Pharos,  Lissa, on the isle of Pharos","Stari Grad, on the isle of Hvar","Polybius, Hist, 2, 19",Flemming,Croatia,a,,,,,,,,,,
871.1,43.172135,16.442002,,"Hvar, on the isle of Hvar",,,Croatia,m,,,,,,,,,,
871.2,43.190299,16.427861,,"Uvala Vira, on the isle of Hvar",,AdG,Croatia,m,p,,,,,,,,,
871.3,43.214574,16.553908,,"Luka Tiha, on the isle of Hvar",,AdG,Croatia,m,p,,,,,,,,,
872,43.061074,16.193842," Issa, on the isle of Issa","Vis, on the isle of Vis","Caesar, Guerre d’Alexandrie, 47 ; Antonine, Itin Mar",Flemming,Croatia,a,,r,,X,,,,,,
873,43.087767,16.704155,"Tauris, Taurida ","probably Isle of Scedro, near Hvar, but might also be the Isle of Sipan near Dubrovnik","Caesar, Guerre d’Alexandrie, 45",,Croatia,a,,,,,,,,,,
874,43.097580,17.340392,Biston ? ,near Gradac,,BAtlas,Croatia,m,,,,,,,,,,
874.1,43.051272,17.432728,,Ploce,,AdG,Croatia,m,p,,,,,,,,,
874.2,43.001627,17.481396,,Blace,,AdG,Croatia,m,p,,,,,,,,,
875,43.055163,17.648972,Nairona on the R Naro ,"Metkovic on the R Neretva, near Ploce",,Flemming,Croatia,m,,,,,,,,,,
875.1,42.847606,17.704852,,Mali Ston,,AdG,Croatia,m,p,,,,,,,,,
875.2,43.029569,17.027106,,Uvala Luka,,AdG,Croatia,m,p,,,,,,,,,
876,42.958460,17.140878,"Korkyra Melaina,  Corcyra, Corcyre Noire ","Korcula, on the isle of Korcula","Antonine, Itin Mar",,Croatia,a,,,,,,,,,,
876.1,42.966498,16.714240,,"Vela Luka, on the isle of Korcula",,AdG,Croatia,m,p,,,,,,,,,
876.2,42.975959,17.043988,,"Uvala Kneza, on the isle of Korcula",,AdG,Croatia,m,p,,,,,,,,,
876.3,42.734814,16.887478,,"Skrivena Luka, on the isle of Lastovo",,AdG,Croatia,m,p,,,,,,,,,
876.4,42.744735,16.824463,"Augusta insula, Ladesta insula","Ubli, in Luka Velji Lago, on the isle of Lastovo",,,Croatia,m,p,,,,,,,,,
876.5,42.767664,16.824639,,"Pasadur, in Luka Velji Lago, on the isle of Lastovo",,AdG,Croatia,m,p,,,,,,,,,
877,42.972594,17.173036,"Hyllos, Hylios and Heraclea ?","Orebic. As Hyllus, son of Hercules, lived here, I suggest to locate Heraclea mentionned by Scylax failing any other location in this area","Apollonius, Argonauticas, 4, 1125 ; Scylax, Peripl",,Croatia,a,,,,,,,,,,
878,42.827447,17.703207,Stagnum ,near Ston,,BAtlas,Croatia,m,,,,,,,,,,
878.1,42.788995,17.377104,,Luka Polace,,AdG,Croatia,m,p,,,,,,,,,
879,42.734021,17.567633,"Melta, Melita, Melitussa",Isle of Mljet,"Antonine, Itin Mar",,Croatia,a,,,,,,,,,,
879.1,42.726214,17.670375,,"Okuklje, on the isle of Mljet",,AdG,Croatia,m,p,,,,,,,,,
879.2,42.670778,18.121156,,Rijeka Dubrovacka,,AdG,Croatia,m,p,,,,,,,,,
879.3,42.653862,18.086801,,Gruz,,AdG,Croatia,m,p,,,,,,,,,
880,42.640699,18.103544,"Ragusa Vecchia, Raguse",Dubrovnik,,,Croatia,m,,,,,,,,,,
881,42.582715,18.220796,Epidaure ,"Cavtat, in the axis of Dubrovnik's airport","Caesar, Guerre d’Alexandrie, 44 ; Antonine, Itin Mar",Flemming,Croatia,a,,,,,,,,,,
882,42.511403,18.690484,"Risium, Risinium, Rhizon ",Risan,,Flemming,Montenegro,m,p,,,,,,,,,
883,42.427672,18.763855,Agruvium ,"Kotor, Cattaro",,"Flemming, BAtlas",Montenegro,m,,,,,,,,,,
883.1,42.354278,18.704058,,Bigova,,AdG,Montenegro,m,p,,,,,,,,,
884,42.279430,18.838469,Bouthoe ,Budva,,BAtlas,Montenegro,m,p,,,,,,,,,
885,42.095948,19.069935,Antibaris ,near Bar,,BAtlas,Montenegro,m,p,,,,,,,,,
886,41.904546,19.239050,"Olokenion, Olcinium, Colhis ",Ulcinj,,,Montenegro,m,,,,,,,,,,
887,41.811417,19.587415,Nympheum ,"Shengjin, 3000 steps above Lissus","Caesar, Guerre civile, 3, 26",BAtlas,Albania,a,p,,,,,,,,,
888,41.779037,19.642380,Lissus ,"Lezhë, on the R Drin","Caesar, Guerre civile, 3, 26","Lehmann, Flemming",Albania,a,,,,,,,,,,
889,41.310230,19.453936,"Dyrrachio, Dyrrachium, ex Epidamnos, with possible ancient lighthouse","Durrës, Durres","Caesar, Guerre civile, 3, 26 ; Polybius, Hist, 2, 9 ; Pliny, Hist Nat, 3, 16 ; Antonine, Itin Mar","Flemming, Christiansen",Albania,a,p,,,,,,,,X?,
890,41.211115,19.494447,Petra ,near Kavajë,,BAtlas,Albania,m,,,,,,,,,,
891,40.721576,19.472942,Apollonia ,"Pojan, near Fier","Polybius, Hist, 5, 21",Flemming,Albania,a,,,,,,,,,,
892,40.497325,19.275526,Sason ,"Isle of Sazan, in front of Vlora","Polybius, Hist, 5, 21 ; Antonine, Itin Mar",,Albania,a,,,,,,,,,,
